id,protocol,use_tls,temperature,humidity,current,client_timestamp,server_timestamp,latency_ms,payload_size_bytes,created_at
210,mqtt,f,25.23,59.85,2.51,1772146045.0389507,1772146045.0418494,2.898693084716797,91,2026-02-26 22:47:25.041948
211,mqtt,f,22.33,55.81,4.7,1772146045.0926027,1772146045.0956867,3.083944320678711,90,2026-02-26 22:47:25.095777
212,mqtt,f,22.39,42.36,1.94,1772146045.1465595,1772146045.149544,2.9845237731933594,91,2026-02-26 22:47:25.149718
213,mqtt,f,29.68,40.82,3.47,1772146045.2003856,1772146045.2029934,2.6078224182128906,91,2026-02-26 22:47:25.203159
214,mqtt,f,22.97,49.06,4.4,1772146045.2538705,1772146045.2564242,2.553701400756836,90,2026-02-26 22:47:25.256553
215,mqtt,f,23.41,49.73,4.67,1772146045.3074408,1772146045.3108735,3.432750701904297,91,2026-02-26 22:47:25.311009
216,mqtt,f,21.62,47.31,1.71,1772146045.3618302,1772146045.3643568,2.526521682739258,91,2026-02-26 22:47:25.364455
217,mqtt,f,21.98,58.8,1.85,1772146045.4150202,1772146045.4179275,2.907276153564453,90,2026-02-26 22:47:25.418038
218,mqtt,f,24.61,57.28,4.11,1772146045.468865,1772146045.472136,3.2711029052734375,90,2026-02-26 22:47:25.472257
219,mqtt,f,22.46,55.55,1.92,1772146045.522821,1772146045.5252497,2.428770065307617,90,2026-02-26 22:47:25.525353
220,mqtt,f,24.06,50.23,2.28,1772146045.57593,1772146045.5787792,2.849102020263672,89,2026-02-26 22:47:25.578892
221,mqtt,f,27.12,48.48,2.63,1772146045.6297116,1772146045.6324632,2.751588821411133,91,2026-02-26 22:47:25.632612
222,mqtt,f,27.03,53.3,3.88,1772146045.683099,1772146045.6863158,3.2167434692382812,89,2026-02-26 22:47:25.686438
223,mqtt,f,28.36,52.37,4.8,1772146045.737037,1772146045.739573,2.5360584259033203,89,2026-02-26 22:47:25.739683
224,mqtt,f,21.21,55.27,3.24,1772146045.7903147,1772146045.7927163,2.401590347290039,91,2026-02-26 22:47:25.79283
225,mqtt,f,21.04,46.43,4.33,1772146045.8433483,1772146045.84653,3.1816959381103516,91,2026-02-26 22:47:25.846625
226,mqtt,f,29.06,52.15,3.08,1772146045.897162,1772146045.8997598,2.597808837890625,90,2026-02-26 22:47:25.8999
227,mqtt,f,22.6,53.05,1.25,1772146045.9505246,1772146045.9535666,3.041982650756836,90,2026-02-26 22:47:25.953675
228,mqtt,f,25.1,47.33,1.58,1772146046.0043702,1772146046.0072231,2.852916717529297,90,2026-02-26 22:47:26.007389
229,mqtt,f,28.74,44.81,2.84,1772146046.058026,1772146046.0610712,3.0450820922851562,90,2026-02-26 22:47:26.061282
230,mqtt,f,22.16,59.21,1.99,1772146046.1117418,1772146046.1146936,2.9518604278564453,91,2026-02-26 22:47:26.114834
231,mqtt,f,21.25,57.06,3.58,1772146046.16531,1772146046.1686523,3.3423900604248047,89,2026-02-26 22:47:26.168816
232,mqtt,f,21.51,56.63,2.32,1772146046.2194867,1772146046.2221563,2.6695728302001953,91,2026-02-26 22:47:26.222284
233,mqtt,f,27,58.27,3.93,1772146046.2729907,1772146046.2755606,2.569913864135742,90,2026-02-26 22:47:26.275685
234,mqtt,f,20.68,44.54,2.71,1772146046.3262503,1772146046.3289359,2.685546875,91,2026-02-26 22:47:26.329092
235,mqtt,f,27.79,41.25,4,1772146046.379755,1772146046.3823795,2.62451171875,89,2026-02-26 22:47:26.382522
236,mqtt,f,23.26,52.62,1.27,1772146046.4331098,1772146046.4365602,3.4503936767578125,91,2026-02-26 22:47:26.436693
237,mqtt,f,26.89,42.3,2.27,1772146046.4873493,1772146046.4903843,3.0350685119628906,90,2026-02-26 22:47:26.490532
238,mqtt,f,23.63,47.56,3.93,1772146046.5411222,1772146046.5437903,2.668142318725586,91,2026-02-26 22:47:26.543927
239,mqtt,f,27.94,58.11,3.69,1772146046.594528,1772146046.5973327,2.8047561645507812,90,2026-02-26 22:47:26.597463
240,mqtt,f,26.12,50.2,3.59,1772146046.6480484,1772146046.6514797,3.4313201904296875,90,2026-02-26 22:47:26.65162
241,mqtt,f,23.29,52.13,2.71,1772146046.7025585,1772146046.706018,3.459453582763672,91,2026-02-26 22:47:26.706112
242,mqtt,f,20.12,46.36,1.88,1772146046.757039,1772146046.7596078,2.5687217712402344,90,2026-02-26 22:47:26.759742
243,mqtt,f,25.28,56.08,1.49,1772146046.8103118,1772146046.8131144,2.802610397338867,91,2026-02-26 22:47:26.813271
244,mqtt,f,28.81,57.84,1.32,1772146046.8638487,1772146046.8664267,2.5780200958251953,91,2026-02-26 22:47:26.866549
245,mqtt,f,23.4,47.25,2.78,1772146046.9173,1772146046.9200141,2.7141571044921875,87,2026-02-26 22:47:26.920123
246,mqtt,f,29.42,45.61,2.59,1772146046.9708154,1772146046.9740276,3.2122135162353516,91,2026-02-26 22:47:26.974229
247,mqtt,f,22.08,51.15,1.12,1772146047.0245466,1772146047.0278206,3.2739639282226562,91,2026-02-26 22:47:27.027943
248,mqtt,f,21.38,55.1,2.97,1772146047.0785718,1772146047.082046,3.4742355346679688,90,2026-02-26 22:47:27.082195
249,mqtt,f,26.3,54.17,3.41,1772146047.1329827,1772146047.1365294,3.5467147827148438,90,2026-02-26 22:47:27.136671
250,mqtt,f,20.43,48.65,2.35,1772146047.1874523,1772146047.191381,3.928661346435547,91,2026-02-26 22:47:27.191511
251,mqtt,f,25.02,45.97,4.14,1772146047.242288,1772146047.2451897,2.9015541076660156,90,2026-02-26 22:47:27.245286
252,mqtt,f,21.55,48.16,3.87,1772146047.2960813,1772146047.2993875,3.306150436401367,91,2026-02-26 22:47:27.299523
253,mqtt,f,28.6,55.02,4.3,1772146047.3500934,1772146047.35354,3.4465789794921875,89,2026-02-26 22:47:27.353652
254,mqtt,f,25.55,45.1,3.94,1772146047.4045053,1772146047.407132,2.626657485961914,90,2026-02-26 22:47:27.407217
255,mqtt,f,23.23,49.54,1.73,1772146047.457808,1772146047.461225,3.4170150756835938,90,2026-02-26 22:47:27.461423
256,mqtt,f,23.32,50.37,1.08,1772146047.5122724,1772146047.5163653,4.092931747436523,91,2026-02-26 22:47:27.516503
257,mqtt,f,23.37,41.26,3.57,1772146047.5672987,1772146047.5706346,3.3359527587890625,91,2026-02-26 22:47:27.570722
258,mqtt,f,20.49,45,1.39,1772146047.6214778,1772146047.6247616,3.2837390899658203,90,2026-02-26 22:47:27.624867
259,mqtt,f,27.81,52.41,3.05,1772146047.6755466,1772146047.6782675,2.7208328247070312,91,2026-02-26 22:47:27.678353
260,mqtt,f,29.61,57.8,2.6,1772146047.7291484,1772146047.7324717,3.3233165740966797,89,2026-02-26 22:47:27.732627
261,mqtt,f,28.31,54.99,4.58,1772146047.7834432,1772146047.7866256,3.1824111938476562,91,2026-02-26 22:47:27.786717
262,mqtt,f,26.28,50.26,2.66,1772146047.837416,1772146047.8404584,3.042459487915039,90,2026-02-26 22:47:27.840574
263,mqtt,f,28.75,55.41,2.38,1772146047.891126,1772146047.8945844,3.4584999084472656,90,2026-02-26 22:47:27.894684
264,mqtt,f,25.97,43.26,3.71,1772146047.9451404,1772146047.9481096,2.9692649841308594,91,2026-02-26 22:47:27.948198
265,mqtt,f,21.35,55.19,2.06,1772146047.9988315,1772146048.0013359,2.5043487548828125,91,2026-02-26 22:47:28.001445
266,mqtt,f,28.04,48.88,2.96,1772146048.052239,1772146048.0547237,2.4847984313964844,90,2026-02-26 22:47:28.054811
267,mqtt,f,28.41,45.19,1.88,1772146048.1057482,1772146048.108737,2.9888153076171875,91,2026-02-26 22:47:28.108825
268,mqtt,f,28.2,43.14,4.68,1772146048.1593273,1772146048.1619377,2.610445022583008,90,2026-02-26 22:47:28.162023
269,mqtt,f,26.17,53.64,4.74,1772146048.2127655,1772146048.215221,2.455472946166992,91,2026-02-26 22:47:28.215312
270,mqtt,f,25.86,49.41,1.2,1772146048.2660549,1772146048.2688518,2.7968883514404297,90,2026-02-26 22:47:28.268981
271,mqtt,f,25.84,51.42,4.49,1772146048.3195477,1772146048.3228905,3.342866897583008,91,2026-02-26 22:47:28.323013
272,mqtt,f,25.73,56.77,2.06,1772146048.3736842,1772146048.3765018,2.8176307678222656,91,2026-02-26 22:47:28.376597
273,mqtt,f,26.35,54.45,4.02,1772146048.427328,1772146048.430587,3.258943557739258,90,2026-02-26 22:47:28.430751
274,mqtt,f,20.53,47.35,2.96,1772146048.4812353,1772146048.484188,2.9528141021728516,91,2026-02-26 22:47:28.484299
275,mqtt,f,29.07,46.63,4.65,1772146048.5348787,1772146048.5374691,2.5904178619384766,91,2026-02-26 22:47:28.537557
276,mqtt,f,24.95,46.5,4.04,1772146048.58841,1772146048.5910735,2.6636123657226562,88,2026-02-26 22:47:28.591177
277,mqtt,f,22.16,44.19,4.05,1772146048.641814,1772146048.6448557,3.0417442321777344,90,2026-02-26 22:47:28.644973
278,mqtt,f,29.88,40.15,3.25,1772146048.6954343,1772146048.6982975,2.863168716430664,91,2026-02-26 22:47:28.698391
279,mqtt,f,22.13,45.36,3.39,1772146048.749396,1772146048.75184,2.444028854370117,90,2026-02-26 22:47:28.751935
280,mqtt,f,22.07,51.19,1.91,1772146048.8026063,1772146048.8056579,3.0515193939208984,91,2026-02-26 22:47:28.805814
281,mqtt,f,27.55,48.74,1.92,1772146048.8563318,1772146048.858829,2.4971961975097656,91,2026-02-26 22:47:28.858927
282,mqtt,f,26.09,42.73,2.2,1772146048.909391,1772146048.9126844,3.2935142517089844,89,2026-02-26 22:47:28.912825
283,mqtt,f,25.34,58.42,1.78,1772146048.9634135,1772146048.9662378,2.8243064880371094,91,2026-02-26 22:47:28.966322
284,mqtt,f,25.22,40.37,1.32,1772146049.0170574,1772146049.020496,3.4384727478027344,91,2026-02-26 22:47:29.020585
285,mqtt,f,25.01,55.05,2.27,1772146049.0712073,1772146049.074567,3.3597946166992188,91,2026-02-26 22:47:29.074662
286,mqtt,f,20.74,48.14,3.54,1772146049.1251407,1772146049.1288755,3.7348270416259766,91,2026-02-26 22:47:29.129027
287,mqtt,f,28.55,53.05,2.48,1772146049.1801915,1772146049.1829355,2.743959426879883,91,2026-02-26 22:47:29.183045
288,mqtt,f,20.85,49.28,2.48,1772146049.2336445,1772146049.237004,3.359556198120117,91,2026-02-26 22:47:29.23709
289,mqtt,f,25.92,42.89,2.98,1772146049.2876902,1772146049.2910073,3.317117691040039,91,2026-02-26 22:47:29.291132
290,mqtt,f,27.28,56.71,4.76,1772146049.3416812,1772146049.3448315,3.1502246856689453,91,2026-02-26 22:47:29.34497
291,mqtt,f,28.97,48.27,2.5,1772146049.3956587,1772146049.398822,3.1633377075195312,90,2026-02-26 22:47:29.398961
292,mqtt,f,25.62,41.8,1.33,1772146049.449686,1772146049.4523299,2.6438236236572266,89,2026-02-26 22:47:29.452449
293,mqtt,f,27.23,42.49,3.28,1772146049.5031693,1772146049.506279,3.1096935272216797,91,2026-02-26 22:47:29.506409
294,mqtt,f,21.53,42.71,4.66,1772146049.5570633,1772146049.5602596,3.196239471435547,91,2026-02-26 22:47:29.560353
295,mqtt,f,23.92,45.61,3.7,1772146049.6112418,1772146049.614107,2.8650760650634766,90,2026-02-26 22:47:29.61419
296,mqtt,f,29.24,55.86,4.93,1772146049.6648602,1772146049.667482,2.6216506958007812,91,2026-02-26 22:47:29.66759
297,mqtt,f,27.89,58.29,4.01,1772146049.7183936,1772146049.7210994,2.705812454223633,91,2026-02-26 22:47:29.721188
298,mqtt,f,20.06,42.02,1.45,1772146049.772102,1772146049.776161,4.058837890625,90,2026-02-26 22:47:29.776303
299,mqtt,f,23.82,50.41,1.28,1772146049.8271954,1772146049.8306093,3.4139156341552734,91,2026-02-26 22:47:29.830689
300,mqtt,f,24.47,40.1,4.6,1772146049.881123,1772146049.8842828,3.159761428833008,88,2026-02-26 22:47:29.884405
301,mqtt,f,21.06,56.15,4.99,1772146049.935028,1772146049.9385612,3.5331249237060547,90,2026-02-26 22:47:29.93869
302,mqtt,f,22.67,57.51,3.41,1772146049.9894178,1772146049.9924455,3.027677536010742,91,2026-02-26 22:47:29.992531
303,mqtt,f,28,55.15,4.58,1772146050.0433638,1772146050.0467243,3.3605098724365234,90,2026-02-26 22:47:30.046856
304,mqtt,f,26.95,46.48,4.17,1772146050.097411,1772146050.100105,2.6941299438476562,90,2026-02-26 22:47:30.100231
305,mqtt,f,24.84,52.23,1.38,1772146050.1508777,1772146050.1536818,2.8040409088134766,91,2026-02-26 22:47:30.153776
306,mqtt,f,23.28,54.9,2.82,1772146050.2045956,1772146050.2073526,2.7570724487304688,90,2026-02-26 22:47:30.207449
307,mqtt,f,23.33,59.89,2.74,1772146050.258349,1772146050.261731,3.381967544555664,90,2026-02-26 22:47:30.261848
308,mqtt,f,27.69,43.51,1.98,1772146050.3124483,1772146050.3152177,2.76947021484375,91,2026-02-26 22:47:30.315362
309,mqtt,f,29.31,42.67,4.15,1772146050.3659906,1772146050.3690898,3.099203109741211,91,2026-02-26 22:47:30.369182
310,mqtt,f,20.77,49.39,1.09,1772146050.4198737,1772146050.4226744,2.8007030487060547,91,2026-02-26 22:47:30.422765
311,mqtt,f,27.12,53.7,4.15,1772146050.4736464,1772146050.476121,2.474546432495117,90,2026-02-26 22:47:30.476294
312,mqtt,f,20.05,45.78,4.99,1772146050.5272262,1772146050.5300965,2.870321273803711,91,2026-02-26 22:47:30.530251
313,mqtt,f,29.43,40.74,3.59,1772146050.5809512,1772146050.5836813,2.730131149291992,91,2026-02-26 22:47:30.583801
314,mqtt,f,28.57,44.5,2.65,1772146050.6343458,1772146050.6377568,3.4110546112060547,90,2026-02-26 22:47:30.637891
315,mqtt,f,23.31,40.21,4.09,1772146050.6883087,1772146050.690904,2.595186233520508,91,2026-02-26 22:47:30.691036
316,mqtt,f,22.36,44.92,1.45,1772146050.74169,1772146050.7440684,2.3784637451171875,89,2026-02-26 22:47:30.744213
317,mqtt,f,29.21,52.79,3.11,1772146050.794728,1772146050.7978632,3.135204315185547,90,2026-02-26 22:47:30.798129
318,mqtt,f,20.95,46.74,4.18,1772146050.8484337,1772146050.8511887,2.7549266815185547,91,2026-02-26 22:47:30.85132
319,mqtt,f,27.12,48.3,1.17,1772146050.9021006,1772146050.9047394,2.6388168334960938,90,2026-02-26 22:47:30.904821
320,mqtt,f,28.02,45.58,1.31,1772146050.9556813,1772146050.9590437,3.362417221069336,91,2026-02-26 22:47:30.959135
321,mqtt,f,22.48,43.92,1.96,1772146051.0097957,1772146051.0123694,2.573728561401367,91,2026-02-26 22:47:31.012547
322,mqtt,f,29.12,41.44,4.19,1772146051.0629885,1772146051.0663176,3.329038619995117,91,2026-02-26 22:47:31.066523
323,mqtt,f,28.22,42.72,2.71,1772146051.1170104,1772146051.1200395,3.0291080474853516,91,2026-02-26 22:47:31.120203
324,mqtt,f,26.06,44.25,3.97,1772146051.1709542,1772146051.1739123,2.958059310913086,91,2026-02-26 22:47:31.17404
325,mqtt,f,22.97,44.02,3.06,1772146051.2245722,1772146051.227312,2.7399063110351562,91,2026-02-26 22:47:31.227434
326,mqtt,f,20.63,50.47,2.66,1772146051.2780118,1772146051.2806947,2.682924270629883,91,2026-02-26 22:47:31.280787
327,mqtt,f,23.36,44.03,4.51,1772146051.3313801,1772146051.3338501,2.4700164794921875,91,2026-02-26 22:47:31.334062
328,mqtt,f,27.39,58.94,1.29,1772146051.3846886,1772146051.3871367,2.4480819702148438,91,2026-02-26 22:47:31.387231
329,mqtt,f,21.76,47.15,4.22,1772146051.437863,1772146051.4408853,3.0221939086914062,90,2026-02-26 22:47:31.440982
330,mqtt,f,27.54,52.59,3.34,1772146051.4916635,1772146051.494026,2.362489700317383,91,2026-02-26 22:47:31.494122
331,mqtt,f,29.46,40.7,4.74,1772146051.5448904,1772146051.5477908,2.900362014770508,90,2026-02-26 22:47:31.547953
332,mqtt,f,22.51,46.36,2.26,1772146051.598647,1772146051.6012144,2.567291259765625,90,2026-02-26 22:47:31.601301
333,mqtt,f,21.58,58.7,2.34,1772146051.6518428,1772146051.6551273,3.284454345703125,90,2026-02-26 22:47:31.655264
334,mqtt,f,25.24,52.38,1.57,1772146051.706044,1772146051.7092164,3.1723976135253906,90,2026-02-26 22:47:31.709346
335,mqtt,f,25.15,58.13,4.24,1772146051.7600553,1772146051.7633734,3.3180713653564453,91,2026-02-26 22:47:31.763499
336,mqtt,f,20.25,46.54,1.9,1772146051.8142822,1772146051.8168607,2.5784969329833984,90,2026-02-26 22:47:31.816963
337,mqtt,f,29.28,53.39,2.89,1772146051.86768,1772146051.8702924,2.6123523712158203,89,2026-02-26 22:47:31.870405
338,mqtt,f,23.68,51.97,1.74,1772146051.9212985,1772146051.9243479,3.0493736267089844,91,2026-02-26 22:47:31.92448
339,mqtt,f,26.68,47.19,2.33,1772146051.9753358,1772146051.9777598,2.424001693725586,91,2026-02-26 22:47:31.97789
340,mqtt,f,28.32,42.27,2.74,1772146052.0285769,1772146052.0318244,3.247499465942383,91,2026-02-26 22:47:32.031969
341,mqtt,f,22.69,53.98,3.61,1772146052.0825343,1772146052.085607,3.0727386474609375,91,2026-02-26 22:47:32.085712
342,mqtt,f,24.89,43.92,4.76,1772146052.1362493,1772146052.1393242,3.0748844146728516,91,2026-02-26 22:47:32.139415
343,mqtt,f,28.26,40.52,4.33,1772146052.1899326,1772146052.1927109,2.778291702270508,91,2026-02-26 22:47:32.192814
344,mqtt,f,22.61,47.03,1.13,1772146052.2433448,1772146052.2460048,2.660036087036133,91,2026-02-26 22:47:32.246091
345,mqtt,f,23.11,59.05,1.64,1772146052.2967365,1772146052.300023,3.286600112915039,91,2026-02-26 22:47:32.300121
346,mqtt,f,25.3,43.14,4.68,1772146052.3507051,1772146052.3533185,2.6133060455322266,90,2026-02-26 22:47:32.353427
347,mqtt,f,26.3,40.58,3.34,1772146052.4041827,1772146052.4069629,2.7801990509033203,90,2026-02-26 22:47:32.407146
348,mqtt,f,21.73,51.69,4.73,1772146052.4576523,1772146052.4602208,2.568483352661133,91,2026-02-26 22:47:32.460413
349,mqtt,f,22.01,57.82,4.29,1772146052.5108864,1772146052.5141249,3.2384395599365234,91,2026-02-26 22:47:32.51426
350,mqtt,f,20.33,55.83,4.68,1772146052.564971,1772146052.5689728,4.001855850219727,90,2026-02-26 22:47:32.5691
351,mqtt,f,29.69,43.17,2.2,1772146052.6198878,1772146052.6226497,2.7618408203125,90,2026-02-26 22:47:32.62285
352,mqtt,f,29.64,44.75,3.02,1772146052.6732502,1772146052.6759562,2.7060508728027344,91,2026-02-26 22:47:32.676048
353,mqtt,f,20.66,40.59,3.23,1772146052.7267847,1772146052.7298565,3.0717849731445312,91,2026-02-26 22:47:32.729959
354,mqtt,f,22.55,44.01,3.41,1772146052.7805815,1772146052.7832773,2.695798873901367,91,2026-02-26 22:47:32.783366
355,mqtt,f,29.28,41.1,1.75,1772146052.8339596,1772146052.8366601,2.7005672454833984,90,2026-02-26 22:47:32.836789
356,mqtt,f,26.64,44.01,2.91,1772146052.887306,1772146052.8902755,2.969503402709961,90,2026-02-26 22:47:32.890446
357,mqtt,f,21.42,51.9,4.8,1772146052.9408834,1772146052.943982,3.0984878540039062,89,2026-02-26 22:47:32.944119
358,mqtt,f,28.73,45.88,3.57,1772146052.99467,1772146052.9972448,2.574920654296875,89,2026-02-26 22:47:32.997355
359,mqtt,f,23.7,44.31,3.58,1772146053.0479107,1772146053.0507202,2.8095245361328125,90,2026-02-26 22:47:33.050845
360,mqtt,f,27.84,43.54,1.82,1772146053.101291,1772146053.1045365,3.2455921173095703,90,2026-02-26 22:47:33.104644
361,mqtt,f,29.21,41.98,4.27,1772146053.155278,1772146053.157671,2.393007278442383,90,2026-02-26 22:47:33.157791
362,mqtt,f,26.11,52.47,4.01,1772146053.2084653,1772146053.211251,2.7856826782226562,91,2026-02-26 22:47:33.211377
363,mqtt,f,28.28,40.05,1.63,1772146053.2619085,1772146053.2647953,2.8867721557617188,91,2026-02-26 22:47:33.265003
364,mqtt,f,26.66,41.44,3.36,1772146053.3154593,1772146053.3181722,2.7129650115966797,91,2026-02-26 22:47:33.318345
365,mqtt,f,20.48,43,4.61,1772146053.3692374,1772146053.3721838,2.9463768005371094,90,2026-02-26 22:47:33.372352
366,mqtt,f,25.3,40.74,2.23,1772146053.4227831,1772146053.4254277,2.6445388793945312,90,2026-02-26 22:47:33.425518
367,mqtt,f,23.72,51.28,2.55,1772146053.4762802,1772146053.479379,3.098726272583008,91,2026-02-26 22:47:33.479512
368,mqtt,f,26.09,47.6,1.2,1772146053.53014,1772146053.5329967,2.856731414794922,87,2026-02-26 22:47:33.533128
369,mqtt,f,28.5,44.55,4.15,1772146053.5836577,1772146053.5865157,2.8579235076904297,90,2026-02-26 22:47:33.586679
370,mqtt,f,29.87,50.71,1.04,1772146053.6372232,1772146053.6403203,3.097057342529297,91,2026-02-26 22:47:33.640413
371,mqtt,f,26.76,55.85,1.15,1772146053.6909966,1772146053.6935818,2.585172653198242,91,2026-02-26 22:47:33.693714
372,mqtt,f,28.89,57.94,1.51,1772146053.7442775,1772146053.7473762,3.098726272583008,91,2026-02-26 22:47:33.747473
373,mqtt,f,28.93,48.71,3.95,1772146053.7979832,1772146053.8004382,2.454996109008789,91,2026-02-26 22:47:33.800584
374,mqtt,f,21.95,41.58,3.2,1772146053.8511508,1772146053.8544192,3.2684803009033203,90,2026-02-26 22:47:33.854754
375,mqtt,f,28.2,45.68,3.37,1772146053.9052343,1772146053.908437,3.202676773071289,90,2026-02-26 22:47:33.908577
376,mqtt,f,22.63,52.26,3.01,1772146053.9591303,1772146053.962438,3.307819366455078,91,2026-02-26 22:47:33.962625
377,mqtt,f,28.92,51.44,4.9,1772146054.0131772,1772146054.0168688,3.6916732788085938,90,2026-02-26 22:47:34.01698
378,mqtt,f,22.97,44.59,4.99,1772146054.0678678,1772146054.0706336,2.7658939361572266,91,2026-02-26 22:47:34.070828
379,mqtt,f,25.33,55.56,1.3,1772146054.1214263,1772146054.124971,3.5445690155029297,90,2026-02-26 22:47:34.125164
380,mqtt,f,23.82,57.56,3.99,1772146054.1756976,1772146054.178447,2.7494430541992188,91,2026-02-26 22:47:34.178605
381,mqtt,f,23.57,46.43,4.09,1772146054.2291071,1772146054.2319841,2.8769969940185547,91,2026-02-26 22:47:34.232109
382,mqtt,f,21.23,52.11,3.33,1772146054.2829826,1772146054.2856953,2.712726593017578,91,2026-02-26 22:47:34.285913
383,mqtt,f,26.3,58.35,2.79,1772146054.3366632,1772146054.3393457,2.6824474334716797,90,2026-02-26 22:47:34.339468
384,mqtt,f,28.71,40.25,2.55,1772146054.3898232,1772146054.3934076,3.5843849182128906,91,2026-02-26 22:47:34.39351
385,mqtt,f,28.97,45.3,2.08,1772146054.4444761,1772146054.4473932,2.917051315307617,90,2026-02-26 22:47:34.447572
386,mqtt,f,29.74,56.37,1.33,1772146054.4979565,1772146054.500956,2.999544143676758,91,2026-02-26 22:47:34.501138
387,mqtt,f,20.47,53.74,2.54,1772146054.5517786,1772146054.5544548,2.676248550415039,91,2026-02-26 22:47:34.554591
388,mqtt,f,26.78,43.41,2.75,1772146054.6051567,1772146054.6083775,3.220796585083008,91,2026-02-26 22:47:34.608503
389,mqtt,f,20.09,44.28,2.04,1772146054.659036,1772146054.6623545,3.3185482025146484,90,2026-02-26 22:47:34.662465
390,mqtt,f,24.64,51.32,3.59,1772146054.7132354,1772146054.7160616,2.826213836669922,91,2026-02-26 22:47:34.716194
391,mqtt,f,25.54,48.97,2.3,1772146054.7666981,1772146054.7699435,3.2453536987304688,90,2026-02-26 22:47:34.770254
392,mqtt,f,21.06,51.13,2.68,1772146054.820737,1772146054.824409,3.6721229553222656,90,2026-02-26 22:47:34.824597
393,mqtt,f,21,43.97,4.08,1772146054.8754585,1772146054.878612,3.153562545776367,90,2026-02-26 22:47:34.878704
394,mqtt,f,21.58,57.98,1.28,1772146054.929406,1772146054.9325345,3.128528594970703,90,2026-02-26 22:47:34.932704
395,mqtt,f,22.5,47.69,3.7,1772146054.9834194,1772146054.9862049,2.7854442596435547,89,2026-02-26 22:47:34.986376
396,mqtt,f,22.35,49.59,1.02,1772146055.037161,1772146055.0408707,3.709554672241211,90,2026-02-26 22:47:35.041019
397,mqtt,f,29.55,41.54,2.79,1772146055.0918372,1772146055.0946398,2.802610397338867,91,2026-02-26 22:47:35.094773
398,mqtt,f,20.49,40.28,2.55,1772146055.145355,1772146055.148895,3.5400390625,90,2026-02-26 22:47:35.149064
399,mqtt,f,21.12,42.69,1.63,1772146055.1995366,1772146055.2024298,2.893209457397461,91,2026-02-26 22:47:35.202667
400,mqtt,f,26.98,44.24,4.48,1772146055.2533834,1772146055.2566037,3.2203197479248047,91,2026-02-26 22:47:35.256747
401,mqtt,f,24.8,41.31,4.09,1772146055.3074355,1772146055.310341,2.9053688049316406,90,2026-02-26 22:47:35.310441
402,mqtt,f,24.48,44.91,1.16,1772146055.3610363,1772146055.3640432,3.0069351196289062,91,2026-02-26 22:47:35.364134
403,mqtt,f,25.7,41.16,3.24,1772146055.4148042,1772146055.418062,3.25775146484375,90,2026-02-26 22:47:35.418219
404,mqtt,f,29.06,52.74,3.92,1772146055.4689834,1772146055.4717073,2.7239322662353516,91,2026-02-26 22:47:35.471814
405,mqtt,f,20.52,53.15,4.49,1772146055.5225313,1772146055.5258508,3.3195018768310547,91,2026-02-26 22:47:35.525972
406,mqtt,f,29.26,40.07,2.36,1772146055.5767043,1772146055.5801258,3.4215450286865234,91,2026-02-26 22:47:35.580221
407,mqtt,f,27.04,50.89,4.43,1772146055.6309428,1772146055.6336207,2.67791748046875,91,2026-02-26 22:47:35.633711
408,mqtt,f,24.75,59.28,4.59,1772146055.6844964,1772146055.6875653,3.0689239501953125,91,2026-02-26 22:47:35.687667
409,mqtt,f,21.36,50.01,1.12,1772146055.7382896,1772146055.7408216,2.5320053100585938,91,2026-02-26 22:47:35.740926
410,mqtt,f,27.96,40.78,4.03,1772146055.7915647,1772146055.7944093,2.844572067260742,91,2026-02-26 22:47:35.794532
411,mqtt,f,22.42,51.24,3.86,1772146055.8452883,1772146055.8483033,3.0150413513183594,91,2026-02-26 22:47:35.84843
412,mqtt,f,20.21,59.05,1.82,1772146055.8991451,1772146055.901752,2.6068687438964844,91,2026-02-26 22:47:35.901861
413,mqtt,f,21.38,54.96,3.95,1772146055.9524505,1772146055.9550297,2.579212188720703,91,2026-02-26 22:47:35.955119
414,mqtt,f,25.65,41.2,1.91,1772146056.005889,1772146056.0085483,2.659320831298828,89,2026-02-26 22:47:36.008662
415,mqtt,f,27.39,57.88,3.4,1772146056.0592797,1772146056.0625553,3.275632858276367,90,2026-02-26 22:47:36.062645
416,mqtt,f,21.08,57.28,2.85,1772146056.1133754,1772146056.1162295,2.8541088104248047,91,2026-02-26 22:47:36.116353
417,mqtt,f,26.21,45.81,2.3,1772146056.1667511,1772146056.1697862,3.0350685119628906,90,2026-02-26 22:47:36.169907
418,mqtt,f,24.14,56.26,2.12,1772146056.2207336,1772146056.2247906,4.0569305419921875,91,2026-02-26 22:47:36.224968
419,mqtt,f,21.47,44.58,3.89,1772146056.2754414,1772146056.2782698,2.828359603881836,91,2026-02-26 22:47:36.27836
420,mqtt,f,23.84,49.03,1.99,1772146056.329081,1772146056.331805,2.7239322662353516,90,2026-02-26 22:47:36.33197
421,mqtt,f,24.65,40.62,3.06,1772146056.3823106,1772146056.3852043,2.893686294555664,91,2026-02-26 22:47:36.385352
422,mqtt,f,28.89,59.32,2.59,1772146056.436017,1772146056.439048,3.031015396118164,90,2026-02-26 22:47:36.439221
423,mqtt,f,21.44,50.54,1.05,1772146056.4899068,1772146056.4930665,3.159761428833008,91,2026-02-26 22:47:36.493186
